timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
76.00;17.97;2689.93;0.14;0.93;0.02;149.69;HBEFA3/PC_G_EU4;0.00;857.98;47;24254277#2_0;63.35;44.47;!47;11.52;DEFAULT_VEHTYPE;0.00;434.69;492.20
77.00;38.97;4203.05;0.28;1.61;0.06;194.14;HBEFA3/PC_G_EU4;0.00;1340.58;26;766761483#4_0;65.45;89.29;!26;12.87;DEFAULT_VEHTYPE;0.00;439.45;128.50
77.00;47.57;4020.77;0.31;1.56;0.06;192.26;HBEFA3/PC_G_EU4;0.00;1282.45;28;766761483#2_0;64.61;2.86;!28;11.25;DEFAULT_VEHTYPE;0.00;470.48;259.87
77.00;27.59;3534.96;0.21;1.30;0.04;203.31;HBEFA3/PC_G_EU4;0.00;1127.50;31;766761483#4_0;64.69;152.13;!31;12.54;DEFAULT_VEHTYPE;0.00;415.31;70.51
77.00;0.00;0.00;0.00;0.00;0.00;188.36;HBEFA3/PC_G_EU4;0.00;0.00;35;:572671_0_0;62.05;1.40;!35;12.11;DEFAULT_VEHTYPE;0.00;479.81;309.03
77.00;66.23;5924.69;0.44;2.39;0.10;173.65;HBEFA3/PC_G_EU4;0.00;1889.69;41;24254277#6_0;67.45;9.47;!41;14.16;DEFAULT_VEHTYPE;0.00;478.97;389.71
77.00;4.12;2300.62;0.07;0.73;0.01;155.32;HBEFA3/PC_G_EU4;0.00;733.81;44;24254277#4_0;63.49;10.50;!44;12.27;DEFAULT_VEHTYPE;0.00;468.98;417.46
77.00;0.00;0.00;0.00;0.00;0.00;157.59;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#3_0;62.69;24.11;!45;13.04;DEFAULT_VEHTYPE;0.00;460.19;437.36
77.00;0.00;1654.73;0.03;0.45;0.00;150.98;HBEFA3/PC_G_EU4;0.00;527.80;47;24254277#2_0;62.30;55.82;!47;11.35;DEFAULT_VEHTYPE;0.00;440.31;482.36
78.00;0.00;1922.62;0.01;0.54;0.00;202.66;HBEFA3/PC_G_EU4;0.00;613.24;26;766761483#4_0;63.54;102.06;!26;12.78;DEFAULT_VEHTYPE;0.00;434.91;116.58
78.00;0.00;0.00;0.00;0.00;0.00;192.73;HBEFA3/PC_G_EU4;0.00;0.00;28;766761483#2_0;60.88;13.55;!28;10.69;DEFAULT_VEHTYPE;0.00;468.13;249.44
78.00;10.90;2780.55;0.11;0.94;0.02;204.07;HBEFA3/PC_G_EU4;0.00;886.88;31;766761483#4_0;64.14;164.83;!31;12.70;DEFAULT_VEHTYPE;0.00;410.13;58.92
78.00;116.97;8277.59;0.73;3.51;0.17;194.33;HBEFA3/PC_G_EU4;0.00;2640.14;35;24254277#10_0;69.68;10.01;!35;13.77;DEFAULT_VEHTYPE;0.00;476.51;295.67
78.00;0.00;0.00;0.00;0.00;0.00;176.06;HBEFA3/PC_G_EU4;0.00;0.00;41;24254277#6_0;63.11;23.02;!41;13.55;DEFAULT_VEHTYPE;0.00;479.90;376.19
78.00;3.11;2256.24;0.06;0.71;0.01;155.76;HBEFA3/PC_G_EU4;0.00;719.65;44;24254277#5_0;63.46;4.79;!44;12.28;DEFAULT_VEHTYPE;0.00;474.05;406.27
78.00;0.00;0.00;0.00;0.00;0.00;156.24;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#4_0;62.51;1.29;!45;12.55;DEFAULT_VEHTYPE;0.00;465.14;425.83
78.00;40.76;3947.49;0.28;1.51;0.06;155.09;HBEFA3/PC_G_EU4;0.00;1259.07;47;24254277#2_0;64.80;67.73;!47;11.91;DEFAULT_VEHTYPE;0.00;445.33;471.55
79.00;0.00;1763.20;0.00;0.46;0.00;202.66;HBEFA3/PC_G_EU4;0.00;562.40;26;766761483#4_0;63.33;114.69;!26;12.63;DEFAULT_VEHTYPE;0.00;430.04;104.93
79.00;26.07;2851.29;0.18;1.02;0.03;193.03;HBEFA3/PC_G_EU4;0.00;909.44;28;766761483#3_0;63.18;0.58;!28;10.94;DEFAULT_VEHTYPE;0.00;465.69;238.78
79.00;143.22;10036.81;0.90;4.29;0.21;186.56;HBEFA3/PC_G_EU4;0.00;3201.24;35;24254277#11_0;71.37;5.90;!35;15.62;DEFAULT_VEHTYPE;0.00;473.75;280.32
79.00;1.16;2611.60;0.06;0.84;0.02;174.87;HBEFA3/PC_G_EU4;0.00;832.99;41;24254277#7_0;64.59;4.34;!41;13.64;DEFAULT_VEHTYPE;0.00;480.99;362.59
79.00;72.45;5983.27;0.47;2.44;0.11;162.62;HBEFA3/PC_G_EU4;0.00;1908.38;44;24254277#6_0;67.30;5.40;!44;13.35;DEFAULT_VEHTYPE;0.00;478.69;393.78
79.00;0.00;0.00;0.00;0.00;0.00;155.37;HBEFA3/PC_G_EU4;0.00;0.00;45;:672944232_0_0;62.37;0.81;!45;12.14;DEFAULT_VEHTYPE;0.00;470.21;414.79
79.00;0.00;1760.87;0.02;0.48;0.00;155.86;HBEFA3/PC_G_EU4;0.00;561.66;47;24254277#2_0;62.71;79.50;!47;11.77;DEFAULT_VEHTYPE;0.00;450.23;460.85
80.00;0.00;0.00;0.00;0.00;0.00;203.31;HBEFA3/PC_G_EU4;0.00;0.00;26;766761483#4_0;62.81;127.04;!26;12.35;DEFAULT_VEHTYPE;0.00;425.23;93.55
80.00;0.00;0.00;0.00;0.00;0.00;193.21;HBEFA3/PC_G_EU4;0.00;0.00;28;766761483#3_0;61.01;11.09;!28;10.51;DEFAULT_VEHTYPE;0.00;463.29;228.56
80.00;0.00;0.00;0.00;0.00;0.00;191.26;HBEFA3/PC_G_EU4;0.00;0.00;35;:572673_0_0;64.70;2.28;!35;15.22;DEFAULT_VEHTYPE;0.00;471.67;265.37
80.00;0.00;2549.27;0.05;0.81;0.02;178.42;HBEFA3/PC_G_EU4;0.00;813.11;41;24254277#8_0;64.59;4.90;!41;13.70;DEFAULT_VEHTYPE;0.00;481.76;348.92
80.00;0.00;1465.36;0.00;0.31;0.00;176.06;HBEFA3/PC_G_EU4;0.00;467.40;44;24254277#6_0;63.48;18.50;!44;13.11;DEFAULT_VEHTYPE;0.00;479.59;380.70
80.00;56.81;5105.14;0.38;2.03;0.08;155.79;HBEFA3/PC_G_EU4;0.00;1628.30;45;:572667_0_0;66.34;0.96;!45;12.98;DEFAULT_VEHTYPE;0.00;475.54;402.96
80.00;3.95;2096.48;0.06;0.64;0.01;157.59;HBEFA3/PC_G_EU4;0.00;668.70;47;24254277#3_0;62.97;10.32;!47;11.74;DEFAULT_VEHTYPE;0.00;454.94;450.10
81.00;29.47;3714.08;0.22;1.38;0.05;203.31;HBEFA3/PC_G_EU4;0.00;1184.63;26;766761483#4_0;64.98;139.83;!26;12.79;DEFAULT_VEHTYPE;0.00;420.17;81.80
81.00;0.00;0.00;0.00;0.00;0.00;193.23;HBEFA3/PC_G_EU4;0.00;0.00;28;:572675_0_0;61.12;1.64;!28;10.21;DEFAULT_VEHTYPE;0.00;460.95;218.62
81.00;3.36;3190.84;0.09;1.07;0.03;192.73;HBEFA3/PC_G_EU4;0.00;1017.73;35;766761483#2_0;65.99;12.62;!35;15.39;DEFAULT_VEHTYPE;0.00;468.33;250.35
81.00;13.00;3283.02;0.13;1.15;0.04;179.62;HBEFA3/PC_G_EU4;0.00;1047.14;41;:300163116_0_0;65.25;3.29;!41;13.96;DEFAULT_VEHTYPE;0.00;482.04;334.97
81.00;24.43;3701.41;0.20;1.36;0.05;175.53;HBEFA3/PC_G_EU4;0.00;1180.58;44;:572669_0_0;65.32;4.66;!44;13.51;DEFAULT_VEHTYPE;0.00;480.57;367.23
81.00;0.00;0.00;0.00;0.00;0.00;170.55;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#6_0;62.92;8.32;!45;12.64;DEFAULT_VEHTYPE;0.00;478.89;390.86
81.00;0.00;1409.39;0.00;0.33;0.00;157.59;HBEFA3/PC_G_EU4;0.00;449.55;47;24254277#3_0;62.21;21.81;!47;11.49;DEFAULT_VEHTYPE;0.00;459.32;439.48
82.00;43.15;4591.72;0.30;1.78;0.07;203.40;HBEFA3/PC_G_EU4;0.00;1464.54;26;766761483#4_0;66.04;153.28;!26;13.45;DEFAULT_VEHTYPE;0.00;414.84;69.46
82.00;20.50;2297.34;0.14;0.78;0.02;193.38;HBEFA3/PC_G_EU4;0.00;732.76;28;766761483#4_0;62.17;6.91;!28;10.28;DEFAULT_VEHTYPE;0.00;458.58;208.62
82.00;0.00;0.00;0.00;0.00;0.00;193.12;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#3_0;62.57;2.77;!35;14.06;DEFAULT_VEHTYPE;0.00;465.19;236.65
82.00;0.00;0.00;0.00;0.00;0.00;181.91;HBEFA3/PC_G_EU4;0.00;0.00;41;24254277#9_0;62.11;11.19;!41;13.00;DEFAULT_VEHTYPE;0.00;481.66;321.97
82.00;0.00;1885.36;0.00;0.50;0.00;176.53;HBEFA3/PC_G_EU4;0.00;601.36;44;:572670_0_0;63.94;5.06;!44;13.39;DEFAULT_VEHTYPE;0.00;481.63;353.88
82.00;100.60;7568.97;0.64;3.17;0.15;176.06;HBEFA3/PC_G_EU4;0.00;2414.13;45;24254277#6_0;68.97;22.39;!45;14.07;DEFAULT_VEHTYPE;0.00;479.86;376.82
82.00;19.72;2849.36;0.15;1.00;0.03;156.56;HBEFA3/PC_G_EU4;0.00;908.83;47;:572666_0_0;63.62;5.12;!47;11.71;DEFAULT_VEHTYPE;0.00;463.87;428.69
83.00;0.00;0.00;0.00;0.00;0.00;204.07;HBEFA3/PC_G_EU4;0.00;0.00;26;766761483#4_0;62.61;166.15;!26;12.87;DEFAULT_VEHTYPE;0.00;409.60;57.71
83.00;25.54;2621.45;0.17;0.92;0.02;193.38;HBEFA3/PC_G_EU4;0.00;836.14;28;766761483#4_0;62.65;17.37;!28;10.46;DEFAULT_VEHTYPE;0.00;456.16;198.44
83.00;0.00;0.00;0.00;0.00;0.00;193.21;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#3_0;63.01;16.22;!35;13.45;DEFAULT_VEHTYPE;0.00;462.12;223.57
83.00;10.21;2908.39;0.11;0.99;0.03;188.36;HBEFA3/PC_G_EU4;0.00;927.65;41;:572671_0_0;64.53;1.52;!41;13.18;DEFAULT_VEHTYPE;0.00;479.79;308.92
83.00;0.00;1464.65;0.00;0.31;0.00;178.45;HBEFA3/PC_G_EU4;0.00;467.17;44;24254277#8_0;63.51;13.09;!44;13.15;DEFAULT_VEHTYPE;0.00;481.98;340.74
83.00;0.00;0.00;0.00;0.00;0.00;175.10;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#7_0;61.31;2.76;!45;12.68;DEFAULT_VEHTYPE;0.00;480.84;364.18
83.00;0.00;0.00;0.00;0.00;0.00;155.32;HBEFA3/PC_G_EU4;0.00;0.00;47;24254277#4_0;61.61;9.43;!47;11.27;DEFAULT_VEHTYPE;0.00;468.54;418.43
84.00;9.35;1779.54;0.08;0.53;0.00;193.38;HBEFA3/PC_G_EU4;0.00;567.61;28;766761483#4_0;61.66;27.70;!28;10.33;DEFAULT_VEHTYPE;0.00;453.77;188.39
84.00;0.00;0.00;0.00;0.00;0.00;193.36;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#4_0;62.00;4.17;!35;12.62;DEFAULT_VEHTYPE;0.00;459.22;211.28
84.00;49.81;5062.75;0.35;1.99;0.08;194.33;HBEFA3/PC_G_EU4;0.00;1614.78;41;24254277#10_0;66.63;10.28;!41;13.93;DEFAULT_VEHTYPE;0.00;476.45;295.41
84.00;4.93;2678.50;0.08;0.88;0.02;181.91;HBEFA3/PC_G_EU4;0.00;854.33;44;24254277#9_0;64.41;5.69;!44;13.27;DEFAULT_VEHTYPE;0.00;481.84;327.47
84.00;29.91;3852.36;0.23;1.44;0.05;177.59;HBEFA3/PC_G_EU4;0.00;1228.73;45;24254277#8_0;65.27;2.76;!45;13.14;DEFAULT_VEHTYPE;0.00;481.70;351.06
84.00;50.22;4434.48;0.33;1.74;0.07;155.71;HBEFA3/PC_G_EU4;0.00;1414.40;47;24254277#5_0;65.33;3.42;!47;11.98;DEFAULT_VEHTYPE;0.00;473.49;407.52
85.00;70.32;5165.87;0.44;2.10;0.09;192.75;HBEFA3/PC_G_EU4;0.00;1647.67;28;766761483#4_0;65.98;39.05;!28;11.35;DEFAULT_VEHTYPE;0.00;451.26;177.32
85.00;0.00;0.00;0.00;0.00;0.00;193.38;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#4_0;61.77;16.15;!35;11.98;DEFAULT_VEHTYPE;0.00;456.44;199.63
85.00;0.00;0.00;0.00;0.00;0.00;190.41;HBEFA3/PC_G_EU4;0.00;0.00;41;24254277#11_0;56.55;0.16;!41;9.61;DEFAULT_VEHTYPE;0.00;474.40;286.02
85.00;0.00;1580.47;0.00;0.37;0.00;188.38;HBEFA3/PC_G_EU4;0.00;504.12;44;24254277#9_0;63.52;18.75;!44;13.06;DEFAULT_VEHTYPE;0.00;480.61;314.49
85.00;22.45;3607.26;0.19;1.31;0.05;178.70;HBEFA3/PC_G_EU4;0.00;1150.55;45;:300163116_0_0;65.25;0.70;!45;13.51;DEFAULT_VEHTYPE;0.00;482.05;337.56
85.00;0.00;0.00;0.00;0.00;0.00;161.24;HBEFA3/PC_G_EU4;0.00;0.00;47;24254277#6_0;61.11;1.98;!47;11.29;DEFAULT_VEHTYPE;0.00;477.67;397.04
86.00;0.00;0.00;0.00;0.00;0.00;192.75;HBEFA3/PC_G_EU4;0.00;0.00;28;766761483#4_0;60.99;49.85;!28;10.80;DEFAULT_VEHTYPE;0.00;448.88;166.78
86.00;0.00;0.00;0.00;0.00;0.00;193.38;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#4_0;61.70;27.65;!35;11.50;DEFAULT_VEHTYPE;0.00;453.78;188.44
86.00;0.00;0.00;0.00;0.00;0.00;186.56;HBEFA3/PC_G_EU4;0.00;0.00;41;24254277#11_0;49.54;5.54;!41;5.38;DEFAULT_VEHTYPE;0.00;473.79;280.68
86.00;0.00;0.00;0.00;0.00;0.00;194.18;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#10_0;61.79;3.01;!44;12.29;DEFAULT_VEHTYPE;0.00;478.24;302.44
86.00;0.00;0.00;0.00;0.00;0.00;181.91;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#9_0;62.77;8.58;!45;12.98;DEFAULT_VEHTYPE;0.00;481.74;324.58
86.00;73.40;5702.61;0.47;2.33;0.10;176.06;HBEFA3/PC_G_EU4;0.00;1818.86;47;24254277#6_0;66.80;14.35;!47;12.37;DEFAULT_VEHTYPE;0.00;479.31;384.84
87.00;42.64;3828.04;0.28;1.47;0.05;193.54;HBEFA3/PC_G_EU4;0.00;1220.97;28;766761483#4_0;64.44;61.22;!28;11.36;DEFAULT_VEHTYPE;0.00;446.30;155.72
87.00;32.31;3546.06;0.23;1.32;0.05;192.75;HBEFA3/PC_G_EU4;0.00;1131.04;35;766761483#4_0;64.41;39.58;!35;11.93;DEFAULT_VEHTYPE;0.00;451.15;176.80
87.00;0.00;0.00;0.00;0.00;0.00;186.56;HBEFA3/PC_G_EU4;0.00;0.00;41;24254277#11_0;46.96;8.33;!41;2.79;DEFAULT_VEHTYPE;0.00;473.47;277.90
87.00;0.00;0.00;0.00;0.00;0.00;194.33;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#10_0;56.57;12.36;!44;9.35;DEFAULT_VEHTYPE;0.00;475.93;293.38
87.00;0.00;0.00;0.00;0.00;0.00;188.38;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#9_0;61.41;20.66;!45;12.08;DEFAULT_VEHTYPE;0.00;480.33;312.60
87.00;0.00;1961.69;0.03;0.57;0.00;176.06;HBEFA3/PC_G_EU4;0.00;625.70;47;24254277#6_0;63.24;26.65;!47;12.29;DEFAULT_VEHTYPE;0.00;480.15;372.57
88.00;0.00;0.00;0.00;0.00;0.00;194.14;HBEFA3/PC_G_EU4;0.00;0.00;28;766761483#4_0;60.88;72.00;!28;10.78;DEFAULT_VEHTYPE;0.00;443.67;145.26
88.00;0.00;0.00;0.00;0.00;0.00;192.75;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#4_0;62.13;51.19;!35;11.61;DEFAULT_VEHTYPE;0.00;448.58;165.48
88.00;163.64;2597.25;0.81;1.19;0.07;186.56;HBEFA3/PC_G_EU4;0.00;828.46;41;24254277#11_0;43.82;8.36;!41;0.03;DEFAULT_VEHTYPE;1.00;473.47;277.87
88.00;0.00;0.00;0.00;0.00;0.00;193.54;HBEFA3/PC_G_EU4;0.00;0.00;44;:572672_0_0;49.47;2.73;!44;5.31;DEFAULT_VEHTYPE;0.00;474.68;288.22
88.00;0.00;0.00;0.00;0.00;0.00;194.14;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#10_0;58.46;2.89;!45;10.26;DEFAULT_VEHTYPE;0.00;478.27;302.56
89.00;1.87;1513.01;0.04;0.40;0.00;194.14;HBEFA3/PC_G_EU4;0.00;482.60;28;766761483#4_0;61.57;82.55;!28;10.55;DEFAULT_VEHTYPE;0.00;441.09;135.03
89.00;0.00;0.00;0.00;0.00;0.00;193.77;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#4_0;60.61;62.05;!35;10.86;DEFAULT_VEHTYPE;0.00;446.10;154.91
89.00;164.71;2624.24;0.81;1.20;0.07;186.56;HBEFA3/PC_G_EU4;0.00;837.07;41;24254277#11_0;55.81;8.37;!41;0.00;DEFAULT_VEHTYPE;2.00;473.46;277.87
89.00;0.00;0.00;0.00;0.00;0.00;191.15;HBEFA3/PC_G_EU4;0.00;0.00;44;:572672_0_0;42.00;4.45;!44;1.72;DEFAULT_VEHTYPE;0.00;474.46;286.51
89.00;0.00;0.00;0.00;0.00;0.00;194.33;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#10_0;50.68;8.85;!45;5.96;DEFAULT_VEHTYPE;0.00;476.80;296.78
90.00;8.14;1758.96;0.07;0.52;0.00;195.76;HBEFA3/PC_G_EU4;0.00;561.05;28;766761483#4_0;61.70;92.97;!28;10.42;DEFAULT_VEHTYPE;0.00;438.41;124.97
90.00;28.92;3085.70;0.20;1.12;0.04;194.14;HBEFA3/PC_G_EU4;0.00;984.21;35;766761483#4_0;63.55;73.22;!35;11.17;DEFAULT_VEHTYPE;0.00;443.37;144.08
90.00;151.71;4062.98;0.79;1.81;0.09;185.90;HBEFA3/PC_G_EU4;0.00;1295.94;41;766761483#0_0;68.23;1.34;!41;2.57;DEFAULT_VEHTYPE;0.00;473.23;275.32
90.00;0.00;0.00;0.00;0.00;0.00;189.39;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#11_0;53.92;0.82;!44;1.16;DEFAULT_VEHTYPE;0.00;474.33;285.36
90.00;0.00;0.00;0.00;0.00;0.00;194.33;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#10_0;42.43;11.04;!45;2.19;DEFAULT_VEHTYPE;0.00;476.26;294.67
91.00;51.28;4144.75;0.33;1.63;0.06;202.66;HBEFA3/PC_G_EU4;0.00;1321.99;28;766761483#4_0;64.70;104.08;!28;11.11;DEFAULT_VEHTYPE;0.00;434.13;114.72
91.00;0.00;0.00;0.00;0.00;0.00;194.14;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#4_0;59.23;83.29;!35;10.07;DEFAULT_VEHTYPE;0.00;440.91;134.32
91.00;134.76;4725.43;0.73;2.07;0.10;185.99;HBEFA3/PC_G_EU4;0.00;1507.22;41;766761483#1_0;67.00;1.23;!41;4.66;DEFAULT_VEHTYPE;0.00;472.75;270.79
91.00;135.64;2798.13;0.68;1.23;0.06;186.93;HBEFA3/PC_G_EU4;0.00;892.52;44;24254277#11_0;60.14;2.76;!44;1.94;DEFAULT_VEHTYPE;0.00;474.10;283.43
91.00;0.00;0.00;0.00;0.00;0.00;194.33;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#10_0;54.72;12.79;!45;1.75;DEFAULT_VEHTYPE;0.00;475.83;292.97
92.00;0.00;0.00;0.00;0.00;0.00;202.66;HBEFA3/PC_G_EU4;0.00;0.00;28;766761483#4_0;61.34;114.82;!28;10.74;DEFAULT_VEHTYPE;0.00;430.00;104.81
92.00;92.92;6305.02;0.57;2.64;0.12;198.78;HBEFA3/PC_G_EU4;0.00;2011.00;35;766761483#4_0;67.41;94.74;!35;11.45;DEFAULT_VEHTYPE;0.00;437.73;123.34
92.00;141.10;6525.70;0.80;2.85;0.14;191.48;HBEFA3/PC_G_EU4;0.00;2081.40;41;:572673_0_0;69.43;3.83;!41;7.06;DEFAULT_VEHTYPE;0.00;471.36;263.86
92.00;136.64;4356.90;0.72;1.91;0.09;186.56;HBEFA3/PC_G_EU4;0.00;1389.68;44;24254277#11_0;66.52;6.75;!44;3.98;DEFAULT_VEHTYPE;0.00;473.65;279.48
92.00;129.74;2484.88;0.65;1.09;0.05;194.33;HBEFA3/PC_G_EU4;0.00;792.61;45;24254277#10_0;57.40;14.69;!45;1.91;DEFAULT_VEHTYPE;0.00;475.35;291.13
93.00;46.16;3995.26;0.30;1.55;0.06;203.24;HBEFA3/PC_G_EU4;0.00;1274.31;28;766761483#4_0;64.62;126.17;!28;11.36;DEFAULT_VEHTYPE;0.00;425.58;94.35
93.00;0.00;0.00;0.00;0.00;0.00;202.66;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#4_0;61.04;105.63;!35;10.89;DEFAULT_VEHTYPE;0.00;433.54;113.29
93.00;123.93;6741.54;0.72;2.90;0.14;192.73;HBEFA3/PC_G_EU4;0.00;2150.23;41;766761483#2_0;68.53;7.81;!41;9.04;DEFAULT_VEHTYPE;0.00;469.39;255.04
93.00;133.82;4058.69;0.70;1.78;0.08;192.57;HBEFA3/PC_G_EU4;0.00;1294.56;45;:572672_0_0;65.57;3.50;!45;3.76;DEFAULT_VEHTYPE;0.00;474.57;287.45
94.00;0.00;0.00;0.00;0.00;0.00;203.31;HBEFA3/PC_G_EU4;0.00;0.00;28;766761483#4_0;59.26;136.37;!28;10.19;DEFAULT_VEHTYPE;0.00;421.54;84.99
94.00;7.71;1905.05;0.08;0.58;0.01;202.66;HBEFA3/PC_G_EU4;0.00;607.64;35;766761483#4_0;62.13;116.44;!35;10.81;DEFAULT_VEHTYPE;0.00;429.37;103.31
94.00;112.35;6965.53;0.68;2.97;0.14;192.73;HBEFA3/PC_G_EU4;0.00;2221.67;41;766761483#2_0;68.36;18.57;!41;10.76;DEFAULT_VEHTYPE;0.00;467.02;244.55
94.00;145.21;6270.22;0.81;2.75;0.13;186.56;HBEFA3/PC_G_EU4;0.00;1999.92;45;24254277#11_0;69.64;5.01;!45;6.29;DEFAULT_VEHTYPE;0.00;473.85;281.21
95.00;63.89;4750.90;0.40;1.91;0.08;203.31;HBEFA3/PC_G_EU4;0.00;1515.32;28;766761483#4_0;65.42;147.46;!28;11.09;DEFAULT_VEHTYPE;0.00;417.15;74.80
95.00;0.00;0.00;0.00;0.00;0.00;203.26;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#4_0;59.30;126.30;!35;9.85;DEFAULT_VEHTYPE;0.00;425.53;94.24
95.00;127.81;8438.63;0.78;3.61;0.17;193.21;HBEFA3/PC_G_EU4;0.00;2691.51;41;766761483#3_0;69.96;7.30;!41;12.64;DEFAULT_VEHTYPE;0.00;464.15;232.25
95.00;97.75;4731.06;0.56;1.99;0.09;185.14;HBEFA3/PC_G_EU4;0.00;1509.00;45;766761483#0_0;65.15;3.02;!45;7.62;DEFAULT_VEHTYPE;0.00;473.10;273.64
96.00;0.00;0.00;0.00;0.00;0.00;204.07;HBEFA3/PC_G_EU4;0.00;0.00;28;766761483#4_0;61.61;158.27;!28;10.81;DEFAULT_VEHTYPE;0.00;412.81;64.91
96.00;95.66;6371.65;0.59;2.67;0.12;203.31;HBEFA3/PC_G_EU4;0.00;2032.25;35;766761483#4_0;67.50;137.58;!35;11.29;DEFAULT_VEHTYPE;0.00;421.06;83.87
96.00;90.48;7038.34;0.58;2.92;0.13;193.22;HBEFA3/PC_G_EU4;0.00;2244.89;41;:572675_0_0;68.44;1.57;!41;13.93;DEFAULT_VEHTYPE;0.00;460.97;218.69
96.00;96.67;5413.49;0.57;2.28;0.10;191.33;HBEFA3/PC_G_EU4;0.00;1726.65;45;:572673_0_0;66.22;2.82;!45;9.03;DEFAULT_VEHTYPE;0.00;471.56;264.85
97.00;19.01;2505.77;0.14;0.86;0.02;204.07;HBEFA3/PC_G_EU4;0.00;799.24;28;766761483#4_0;62.81;169.20;!28;10.93;DEFAULT_VEHTYPE;0.00;408.35;54.92
97.00;22.71;2927.87;0.17;1.04;0.03;203.31;HBEFA3/PC_G_EU4;0.00;933.87;35;766761483#4_0;63.59;149.12;!35;11.54;DEFAULT_VEHTYPE;0.00;416.50;73.28
97.00;0.00;0.00;0.00;0.00;0.00;193.38;HBEFA3/PC_G_EU4;0.00;0.00;41;766761483#4_0;62.07;9.53;!41;12.96;DEFAULT_VEHTYPE;0.00;457.98;206.07
97.00;90.52;5736.59;0.55;2.40;0.11;192.73;HBEFA3/PC_G_EU4;0.00;1829.70;45;766761483#2_0;66.64;8.14;!45;10.37;DEFAULT_VEHTYPE;0.00;469.32;254.73
98.00;0.00;0.00;0.00;0.00;0.00;204.07;HBEFA3/PC_G_EU4;0.00;0.00;35;766761483#4_0;59.24;159.42;!35;10.30;DEFAULT_VEHTYPE;0.00;412.34;63.85
98.00;48.46;4926.22;0.34;1.93;0.08;193.38;HBEFA3/PC_G_EU4;0.00;1571.23;41;766761483#4_0;66.42;23.22;!41;13.69;DEFAULT_VEHTYPE;0.00;454.81;192.75
98.00;108.87;7286.89;0.67;3.09;0.14;192.80;HBEFA3/PC_G_EU4;0.00;2324.16;45;:572674_0_0;68.63;1.24;!45;11.99;DEFAULT_VEHTYPE;0.00;466.67;243.03
99.00;95.09;6513.62;0.59;2.73;0.12;204.07;HBEFA3/PC_G_EU4;0.00;2077.53;35;766761483#4_0;67.68;171.14;!35;11.72;DEFAULT_VEHTYPE;0.00;407.56;53.16
99.00;0.00;1986.53;0.00;0.54;0.00;192.75;HBEFA3/PC_G_EU4;0.00;633.63;41;766761483#4_0;64.16;36.82;!41;13.60;DEFAULT_VEHTYPE;0.00;451.76;179.49
99.00;120.32;8418.33;0.75;3.58;0.17;193.21;HBEFA3/PC_G_EU4;0.00;2685.03;45;766761483#3_0;69.83;9.92;!45;13.70;DEFAULT_VEHTYPE;0.00;463.55;229.70
100.00;0.00;1952.96;0.00;0.53;0.00;192.75;HBEFA3/PC_G_EU4;0.00;622.92;41;766761483#4_0;64.07;50.33;!41;13.50;DEFAULT_VEHTYPE;0.00;448.78;166.32
100.00;124.62;9070.54;0.79;3.84;0.19;193.27;HBEFA3/PC_G_EU4;0.00;2893.05;45;766761483#4_0;70.48;0.60;!45;15.35;DEFAULT_VEHTYPE;0.00;460.04;214.76
101.00;29.38;4084.51;0.23;1.53;0.06;194.14;HBEFA3/PC_G_EU4;0.00;1302.77;41;766761483#4_0;65.85;64.31;!41;13.98;DEFAULT_VEHTYPE;0.00;445.55;152.72
101.00;0.00;2176.28;0.00;0.59;0.01;193.38;HBEFA3/PC_G_EU4;0.00;694.14;45;766761483#4_0;65.36;15.87;!45;15.27;DEFAULT_VEHTYPE;0.00;456.51;199.90
