timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
49.00;194.33;8;24254277#10_0;14.25;0.00;11.55;DEFAULT_VEHTYPE;475.46;291.56
50.00;193.38;16;766761483#4_0;7.16;0.00;15.48;DEFAULT_VEHTYPE;458.52;208.37
50.00;203.31;18;766761483#4_0;139.74;0.00;12.79;DEFAULT_VEHTYPE;420.21;81.89
50.00;157.59;23;24254277#3_0;23.62;0.00;13.78;DEFAULT_VEHTYPE;460.01;437.81
50.00;155.09;26;24254277#2_0;73.94;0.00;13.32;DEFAULT_VEHTYPE;447.95;465.92
50.00;175.48;27;24254277#7_0;0.08;0.00;11.75;DEFAULT_VEHTYPE;480.60;366.84
50.00;151.24;28;24254277#2_0;3.71;0.00;8.97;DEFAULT_VEHTYPE;413.96;527.30
50.00;151.78;29;24254277#0_0;139.63;0.00;11.91;DEFAULT_VEHTYPE;404.14;545.75
50.00;204.07;30;766761483#4_0;163.53;0.00;12.33;DEFAULT_VEHTYPE;410.66;60.10
50.00;176.06;31;24254277#6_0;11.32;0.00;11.76;DEFAULT_VEHTYPE;479.10;387.87
50.00;192.83;32;766761483#4_0;32.10;0.00;15.23;DEFAULT_VEHTYPE;452.80;184.10
50.00;151.62;33;24254277#0_0;108.31;0.00;12.06;DEFAULT_VEHTYPE;389.33;573.36
50.00;150.60;34;24254277#0_0;78.90;0.00;15.50;DEFAULT_VEHTYPE;374.97;599.02
50.00;150.60;35;24254277#0_0;34.77;0.00;9.38;DEFAULT_VEHTYPE;353.31;637.46
50.00;160.33;39;24254277#0_0;11.58;0.00;4.34;DEFAULT_VEHTYPE;342.45;657.91
50.00;148.96;40;24254277#2_0;22.53;0.00;7.11;DEFAULT_VEHTYPE;423.59;511.14
50.00;193.21;49;766761483#3_0;6.85;0.00;1.75;DEFAULT_VEHTYPE;464.25;232.68
50.00;186.56;8;24254277#11_0;5.92;0.00;11.41;DEFAULT_VEHTYPE;473.74;280.29
51.00;193.38;16;766761483#4_0;22.51;0.00;15.35;DEFAULT_VEHTYPE;454.97;193.44
51.00;203.31;18;766761483#4_0;152.08;0.00;12.34;DEFAULT_VEHTYPE;415.32;70.55
51.00;155.69;26;24254277#3_0;5.92;0.00;12.91;DEFAULT_VEHTYPE;453.26;454.16
51.00;176.24;27;:572670_0_0;4.16;0.00;12.10;DEFAULT_VEHTYPE;481.57;354.77
51.00;149.02;28;24254277#2_0;12.00;0.00;8.29;DEFAULT_VEHTYPE;418.16;520.15
51.00;151.78;29;24254277#0_0;148.89;0.00;9.26;DEFAULT_VEHTYPE;408.52;537.60
51.00;204.07;30;766761483#4_0;175.92;0.00;12.40;DEFAULT_VEHTYPE;405.61;48.78
51.00;176.06;31;24254277#6_0;22.99;0.00;11.67;DEFAULT_VEHTYPE;479.90;376.22
51.00;192.75;32;766761483#4_0;47.74;0.00;15.64;DEFAULT_VEHTYPE;449.35;168.84
51.00;151.78;33;24254277#0_0;120.20;0.00;11.89;DEFAULT_VEHTYPE;394.95;562.88
51.00;150.60;34;24254277#0_0;92.71;0.00;13.81;DEFAULT_VEHTYPE;381.75;586.99
51.00;150.60;35;24254277#0_0;46.10;0.00;11.32;DEFAULT_VEHTYPE;358.87;627.60
51.00;155.45;39;24254277#0_0;17.50;0.00;5.92;DEFAULT_VEHTYPE;344.83;652.51
51.00;149.58;40;24254277#2_0;32.15;0.00;9.63;DEFAULT_VEHTYPE;428.46;502.84
51.00;171.51;44;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
51.00;193.21;49;766761483#3_0;10.40;0.00;3.54;DEFAULT_VEHTYPE;463.45;229.23
51.00;188.92;8;766761483#1_0;3.41;0.00;11.84;DEFAULT_VEHTYPE;472.33;268.66
52.00;192.75;16;766761483#4_0;36.83;0.00;14.32;DEFAULT_VEHTYPE;451.76;179.49
52.00;204.07;18;766761483#4_0;164.33;0.00;12.24;DEFAULT_VEHTYPE;410.34;59.37
52.00;157.59;26;24254277#3_0;19.33;0.00;13.41;DEFAULT_VEHTYPE;458.37;441.77
52.00;178.45;27;24254277#8_0;10.60;0.00;11.55;DEFAULT_VEHTYPE;481.92;343.23
52.00;148.86;28;24254277#2_0;21.82;0.00;9.82;DEFAULT_VEHTYPE;423.23;511.75
52.00;152.92;29;24254277#2_0;1.13;0.00;9.18;DEFAULT_VEHTYPE;412.69;529.54
52.00;175.13;31;24254277#7_0;2.53;0.00;11.85;DEFAULT_VEHTYPE;480.82;364.40
52.00;194.03;32;766761483#4_0;62.98;0.00;15.24;DEFAULT_VEHTYPE;445.87;154.00
52.00;151.78;33;24254277#0_0;132.81;0.00;12.61;DEFAULT_VEHTYPE;400.92;551.76
52.00;151.21;34;24254277#0_0;106.58;0.00;13.87;DEFAULT_VEHTYPE;388.51;574.88
52.00;150.60;35;24254277#0_0;59.01;0.00;12.92;DEFAULT_VEHTYPE;365.21;616.34
52.00;155.17;37;24254277#3_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;452.95;454.92
52.00;150.60;39;24254277#0_0;25.80;0.00;8.30;DEFAULT_VEHTYPE;348.91;645.28
52.00;149.69;40;24254277#2_0;43.59;0.00;11.43;DEFAULT_VEHTYPE;434.24;492.97
52.00;167.79;44;24254277#0_0;7.08;0.00;1.98;DEFAULT_VEHTYPE;340.94;662.14
52.00;193.21;49;766761483#3_0;16.08;0.00;5.68;DEFAULT_VEHTYPE;462.15;223.70
52.00;192.73;8;766761483#2_0;5.06;0.00;11.17;DEFAULT_VEHTYPE;470.00;257.73
53.00;192.75;16;766761483#4_0;52.23;0.00;15.40;DEFAULT_VEHTYPE;448.36;164.47
53.00;204.07;18;766761483#4_0;176.38;0.00;12.05;DEFAULT_VEHTYPE;405.42;48.37
53.00;156.86;26;:572666_0_0;3.55;0.00;12.62;DEFAULT_VEHTYPE;463.24;430.13
53.00;180.92;27;24254277#9_0;2.07;0.00;12.14;DEFAULT_VEHTYPE;481.96;331.09
53.00;149.58;28;24254277#2_0;33.15;0.00;11.33;DEFAULT_VEHTYPE;428.97;501.98
53.00;149.11;29;24254277#2_0;11.71;0.00;10.57;DEFAULT_VEHTYPE;418.00;520.40
53.00;177.10;31;24254277#8_0;1.49;0.00;12.10;DEFAULT_VEHTYPE;481.67;352.34
53.00;194.14;32;766761483#4_0;78.45;0.00;15.46;DEFAULT_VEHTYPE;442.10;139.01
53.00;151.78;33;24254277#0_0;144.31;0.00;11.50;DEFAULT_VEHTYPE;406.35;541.63
53.00;151.78;34;24254277#0_0;120.01;0.00;13.43;DEFAULT_VEHTYPE;394.86;563.05
53.00;150.60;35;24254277#0_0;73.82;0.00;14.80;DEFAULT_VEHTYPE;372.48;603.45
53.00;156.26;37;24254277#3_0;6.81;0.00;1.71;DEFAULT_VEHTYPE;453.60;453.35
53.00;150.60;39;24254277#0_0;35.43;0.00;9.63;DEFAULT_VEHTYPE;353.63;636.89
53.00;152.01;40;24254277#2_0;56.77;0.00;13.18;DEFAULT_VEHTYPE;440.71;481.49
53.00;160.33;44;24254277#0_0;11.44;0.00;4.36;DEFAULT_VEHTYPE;342.41;658.04
53.00;193.25;49;:572675_0_0;4.45;0.00;8.03;DEFAULT_VEHTYPE;460.31;215.89
53.00;192.73;8;766761483#2_0;16.09;0.00;11.03;DEFAULT_VEHTYPE;467.57;246.97
54.00;194.14;16;766761483#4_0;66.84;0.00;14.61;DEFAULT_VEHTYPE;444.93;150.26
54.00;155.32;26;24254277#4_0;9.21;0.00;12.63;DEFAULT_VEHTYPE;468.45;418.63
54.00;184.50;27;24254277#9_0;13.69;0.00;11.62;DEFAULT_VEHTYPE;481.35;319.50
54.00;149.69;28;24254277#2_0;44.45;0.00;11.30;DEFAULT_VEHTYPE;434.68;492.22
54.00;149.12;29;24254277#2_0;23.63;0.00;11.92;DEFAULT_VEHTYPE;424.15;510.19
54.00;178.45;31;24254277#8_0;13.05;0.00;11.57;DEFAULT_VEHTYPE;481.98;340.78
54.00;195.86;32;766761483#4_0;93.03;0.00;14.58;DEFAULT_VEHTYPE;438.39;124.92
54.00;153.38;33;24254277#1_0;4.03;0.00;11.95;DEFAULT_VEHTYPE;411.88;531.04
54.00;151.78;34;24254277#0_0;133.16;0.00;13.16;DEFAULT_VEHTYPE;401.08;551.45
54.00;150.60;35;24254277#0_0;89.67;0.00;15.85;DEFAULT_VEHTYPE;380.26;589.64
54.00;157.59;37;24254277#3_0;9.88;0.00;3.07;DEFAULT_VEHTYPE;454.77;450.51
54.00;150.60;39;24254277#0_0;46.61;0.00;11.18;DEFAULT_VEHTYPE;359.12;627.15
54.00;155.09;40;24254277#2_0;68.72;0.00;11.95;DEFAULT_VEHTYPE;445.75;470.66
54.00;154.53;44;24254277#0_0;17.97;0.00;6.53;DEFAULT_VEHTYPE;345.06;652.10
54.00;171.51;45;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
54.00;193.38;49;766761483#4_0;9.37;0.00;9.93;DEFAULT_VEHTYPE;458.01;206.23
54.00;193.16;8;766761483#3_0;3.67;0.00;11.48;DEFAULT_VEHTYPE;464.98;235.78
55.00;194.14;16;766761483#4_0;81.31;0.00;14.46;DEFAULT_VEHTYPE;441.40;136.24
55.00;155.75;26;24254277#5_0;4.36;0.00;13.13;DEFAULT_VEHTYPE;473.88;406.67
55.00;189.07;27;:572671_0_0;2.93;0.00;12.10;DEFAULT_VEHTYPE;479.52;307.54
55.00;150.39;28;24254277#2_0;55.28;0.00;10.82;DEFAULT_VEHTYPE;440.08;482.85
55.00;149.58;29;24254277#2_0;34.37;0.00;10.74;DEFAULT_VEHTYPE;429.59;500.93
55.00;181.46;31;24254277#9_0;3.67;0.00;11.29;DEFAULT_VEHTYPE;481.91;329.49
55.00;202.66;32;766761483#4_0;107.85;0.00;14.83;DEFAULT_VEHTYPE;432.68;111.24
55.00;149.09;33;24254277#2_0;11.79;0.00;12.46;DEFAULT_VEHTYPE;418.04;520.34
55.00;151.78;34;24254277#0_0;146.03;0.00;12.87;DEFAULT_VEHTYPE;407.17;540.11
55.00;150.98;35;24254277#0_0;105.62;0.00;15.95;DEFAULT_VEHTYPE;388.06;575.72
55.00;157.59;37;24254277#3_0;14.44;0.00;4.56;DEFAULT_VEHTYPE;456.51;446.30
55.00;150.60;39;24254277#0_0;59.56;0.00;12.95;DEFAULT_VEHTYPE;365.48;615.86
55.00;155.36;40;24254277#2_0;76.78;0.00;8.06;DEFAULT_VEHTYPE;449.12;463.33
55.00;150.60;44;24254277#0_0;26.97;0.00;9.00;DEFAULT_VEHTYPE;349.48;644.26
55.00;166.65;45;24254277#0_0;7.59;0.00;2.49;DEFAULT_VEHTYPE;341.11;661.66
55.00;193.38;49;766761483#4_0;20.73;0.00;11.36;DEFAULT_VEHTYPE;455.38;195.18
55.00;193.21;8;766761483#3_0;15.19;0.00;11.53;DEFAULT_VEHTYPE;462.35;224.57
56.00;201.93;16;766761483#4_0;96.59;0.00;15.28;DEFAULT_VEHTYPE;437.02;121.63
56.00;162.52;26;24254277#6_0;4.85;0.00;13.24;DEFAULT_VEHTYPE;478.54;394.30
56.00;194.33;27;24254277#10_0;9.69;0.00;11.93;DEFAULT_VEHTYPE;476.59;295.97
56.00;155.09;28;24254277#2_0;64.90;0.00;9.63;DEFAULT_VEHTYPE;444.14;474.12
56.00;149.69;29;24254277#2_0;45.30;0.00;10.93;DEFAULT_VEHTYPE;435.10;491.49
56.00;186.99;31;24254277#9_0;15.61;0.00;11.94;DEFAULT_VEHTYPE;481.07;317.60
56.00;202.86;32;766761483#4_0;123.23;0.00;15.37;DEFAULT_VEHTYPE;426.74;97.06
56.00;149.04;33;24254277#2_0;23.08;0.00;11.29;DEFAULT_VEHTYPE;423.87;510.66
56.00;152.88;34;24254277#2_0;1.19;0.00;12.09;DEFAULT_VEHTYPE;412.72;529.50
56.00;151.78;35;24254277#0_0;120.99;0.00;15.37;DEFAULT_VEHTYPE;395.33;562.18
56.00;157.59;37;24254277#3_0;21.30;0.00;6.86;DEFAULT_VEHTYPE;459.12;439.95
56.00;150.60;39;24254277#0_0;74.51;0.00;14.95;DEFAULT_VEHTYPE;372.82;602.84
56.00;155.18;40;24254277#3_0;2.49;0.00;6.63;DEFAULT_VEHTYPE;451.89;457.30
56.00;150.60;44;24254277#0_0;38.52;0.00;11.55;DEFAULT_VEHTYPE;355.15;634.20
56.00;160.33;45;24254277#0_0;11.52;0.00;3.92;DEFAULT_VEHTYPE;342.43;657.97
56.00;192.75;49;766761483#4_0;33.41;0.00;12.69;DEFAULT_VEHTYPE;452.51;182.82
57.00;202.66;16;766761483#4_0;111.16;0.00;14.57;DEFAULT_VEHTYPE;431.41;108.19
57.00;176.06;26;24254277#6_0;17.66;0.00;12.80;DEFAULT_VEHTYPE;479.53;381.54
57.00;188.87;27;24254277#11_0;1.16;0.00;11.20;DEFAULT_VEHTYPE;474.29;285.03
57.00;155.09;28;24254277#2_0;72.96;0.00;8.06;DEFAULT_VEHTYPE;447.54;466.81
57.00;149.90;29;24254277#2_0;54.81;0.00;9.51;DEFAULT_VEHTYPE;439.89;483.27
57.00;190.78;31;:572671_0_0;4.56;0.00;11.82;DEFAULT_VEHTYPE;479.14;305.95
57.00;203.31;32;766761483#4_0;138.90;0.00;15.67;DEFAULT_VEHTYPE;420.54;82.66
57.00;149.58;33;24254277#2_0;34.34;0.00;11.26;DEFAULT_VEHTYPE;429.57;500.95
57.00;148.86;34;24254277#2_0;12.74;0.00;11.55;DEFAULT_VEHTYPE;418.54;519.52
57.00;151.78;35;24254277#0_0;136.55;0.00;15.56;DEFAULT_VEHTYPE;402.68;548.47
57.00;157.21;37;:572666_0_0;1.86;0.00;8.96;DEFAULT_VEHTYPE;462.57;431.68
57.00;150.60;39;24254277#0_0;89.73;0.00;15.22;DEFAULT_VEHTYPE;380.29;589.58
57.00;157.59;40;24254277#3_0;11.38;0.00;8.89;DEFAULT_VEHTYPE;455.34;449.12
57.00;150.60;44;24254277#0_0;51.33;0.00;12.81;DEFAULT_VEHTYPE;361.44;623.04
57.00;155.67;45;24254277#0_0;17.38;0.00;5.87;DEFAULT_VEHTYPE;344.78;652.61
57.00;171.51;47;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
57.00;192.75;49;766761483#4_0;46.45;0.00;13.04;DEFAULT_VEHTYPE;449.63;170.10
58.00;203.31;16;766761483#4_0;126.67;0.00;15.51;DEFAULT_VEHTYPE;425.38;93.89
58.00;175.70;26;:572669_0_0;3.17;0.00;12.87;DEFAULT_VEHTYPE;480.45;368.71
58.00;184.90;27;766761483#0_0;3.56;0.00;12.00;DEFAULT_VEHTYPE;473.06;273.11
58.00;155.41;28;24254277#3_0;1.77;0.00;9.73;DEFAULT_VEHTYPE;451.58;457.95
58.00;155.09;29;24254277#2_0;62.97;0.00;8.16;DEFAULT_VEHTYPE;443.33;475.87
58.00;194.33;31;24254277#10_0;11.36;0.00;11.96;DEFAULT_VEHTYPE;476.18;294.36
58.00;203.45;32;766761483#4_0;153.66;0.00;14.76;DEFAULT_VEHTYPE;414.69;69.12
58.00;149.69;33;24254277#2_0;44.40;0.00;10.06;DEFAULT_VEHTYPE;434.65;492.27
58.00;149.16;34;24254277#2_0;23.85;0.00;11.11;DEFAULT_VEHTYPE;424.26;510.00
58.00;151.78;35;24254277#0_0;151.29;0.00;14.75;DEFAULT_VEHTYPE;409.66;535.47
58.00;155.32;37;24254277#4_0;6.21;0.00;11.31;DEFAULT_VEHTYPE;467.19;421.35
58.00;150.99;39;24254277#0_0;105.65;0.00;15.92;DEFAULT_VEHTYPE;388.08;575.69
58.00;157.59;40;24254277#3_0;20.62;0.00;9.25;DEFAULT_VEHTYPE;458.87;440.58
58.00;150.60;44;24254277#0_0;63.91;0.00;12.58;DEFAULT_VEHTYPE;367.62;612.08
58.00;150.60;45;24254277#0_0;24.76;0.00;7.38;DEFAULT_VEHTYPE;348.40;646.18
58.00;167.69;47;24254277#0_0;7.13;0.00;2.03;DEFAULT_VEHTYPE;340.96;662.10
58.00;193.38;49;766761483#4_0;60.61;0.00;14.16;DEFAULT_VEHTYPE;446.45;156.30
59.00;203.31;16;766761483#4_0;141.33;0.00;14.66;DEFAULT_VEHTYPE;419.58;80.43
59.00;175.81;26;:572670_0_0;2.95;0.00;12.77;DEFAULT_VEHTYPE;481.50;355.98
59.00;191.84;27;766761483#2_0;0.91;0.00;11.63;DEFAULT_VEHTYPE;470.91;261.77
59.00;157.59;28;24254277#3_0;11.16;0.00;9.39;DEFAULT_VEHTYPE;455.26;449.32
59.00;155.09;29;24254277#2_0;72.59;0.00;9.62;DEFAULT_VEHTYPE;447.38;467.14
59.00;186.62;31;24254277#11_0;4.06;0.00;12.44;DEFAULT_VEHTYPE;473.96;282.14
59.00;204.07;32;766761483#4_0;168.57;0.00;14.91;DEFAULT_VEHTYPE;408.61;55.50
59.00;149.69;33;24254277#2_0;53.72;0.00;9.32;DEFAULT_VEHTYPE;439.35;484.22
59.00;149.58;34;24254277#2_0;33.90;0.00;10.05;DEFAULT_VEHTYPE;429.35;501.33
59.00;150.06;35;24254277#2_0;8.76;0.00;14.39;DEFAULT_VEHTYPE;416.48;522.93
59.00;155.63;37;24254277#5_0;1.13;0.00;12.91;DEFAULT_VEHTYPE;472.55;409.61
59.00;151.78;39;24254277#0_0;121.53;0.00;15.87;DEFAULT_VEHTYPE;395.58;561.70
59.00;150.60;44;24254277#0_0;76.72;0.00;12.81;DEFAULT_VEHTYPE;373.90;600.92
59.00;150.60;45;24254277#0_0;34.21;0.00;9.45;DEFAULT_VEHTYPE;353.04;637.95
59.00;160.33;47;24254277#0_0;10.91;0.00;3.77;DEFAULT_VEHTYPE;342.23;658.54
59.00;194.14;49;766761483#4_0;74.49;0.00;13.88;DEFAULT_VEHTYPE;443.06;142.84
60.00;203.81;16;766761483#4_0;155.98;0.00;14.65;DEFAULT_VEHTYPE;413.74;66.99
60.00;178.45;26;24254277#8_0;10.77;0.00;12.94;DEFAULT_VEHTYPE;481.92;343.05
60.00;192.73;27;766761483#2_0;12.26;0.00;11.35;DEFAULT_VEHTYPE;468.41;250.71
60.00;157.59;28;24254277#3_0;21.79;0.00;10.63;DEFAULT_VEHTYPE;459.31;439.50
60.00;155.56;29;24254277#3_0;1.28;0.00;9.61;DEFAULT_VEHTYPE;451.36;458.39
60.00;186.22;31;766761483#1_0;1.41;0.00;11.70;DEFAULT_VEHTYPE;472.71;270.62
60.00;155.09;33;24254277#2_0;62.65;0.00;8.93;DEFAULT_VEHTYPE;443.19;476.16
60.00;149.69;34;24254277#2_0;42.93;0.00;9.03;DEFAULT_VEHTYPE;433.91;493.54
60.00;148.86;35;24254277#2_0;20.60;0.00;11.84;DEFAULT_VEHTYPE;422.60;512.80
60.00;160.86;37;24254277#6_0;1.67;0.00;13.28;DEFAULT_VEHTYPE;477.58;397.34
60.00;151.78;39;24254277#0_0;137.34;0.00;15.81;DEFAULT_VEHTYPE;403.06;547.77
60.00;150.60;44;24254277#0_0;90.11;0.00;13.39;DEFAULT_VEHTYPE;380.48;589.25
60.00;150.60;45;24254277#0_0;45.79;0.00;11.58;DEFAULT_VEHTYPE;358.72;627.86
60.00;156.14;47;24254277#0_0;17.14;0.00;6.24;DEFAULT_VEHTYPE;344.66;652.82
60.00;194.14;49;766761483#4_0;88.12;0.00;13.63;DEFAULT_VEHTYPE;439.73;129.63
61.00;204.07;16;766761483#4_0;171.42;0.00;15.44;DEFAULT_VEHTYPE;407.44;52.89
61.00;181.03;26;24254277#9_0;2.39;0.00;12.28;DEFAULT_VEHTYPE;481.95;330.77
61.00;192.99;27;:572674_0_0;4.62;0.00;11.25;DEFAULT_VEHTYPE;465.91;239.74
61.00;156.67;28;:572666_0_0;4.47;0.00;11.09;DEFAULT_VEHTYPE;463.61;429.28
61.00;157.59;29;24254277#3_0;11.58;0.00;10.29;DEFAULT_VEHTYPE;455.42;448.94
61.00;192.39;31;766761483#2_0;3.43;0.00;11.54;DEFAULT_VEHTYPE;470.35;259.31
61.00;155.09;33;24254277#2_0;72.55;0.00;9.89;DEFAULT_VEHTYPE;447.36;467.19
61.00;149.69;34;24254277#2_0;52.98;0.00;10.05;DEFAULT_VEHTYPE;438.98;484.86
61.00;149.58;35;24254277#2_0;31.33;0.00;10.74;DEFAULT_VEHTYPE;428.05;503.54
61.00;176.06;37;24254277#6_0;14.94;0.00;13.28;DEFAULT_VEHTYPE;479.35;384.25
61.00;152.21;39;24254277#1_0;0.91;0.00;15.80;DEFAULT_VEHTYPE;410.49;533.83
61.00;150.60;44;24254277#0_0;102.93;0.00;12.81;DEFAULT_VEHTYPE;386.77;578.08
61.00;150.60;45;24254277#0_0;59.11;0.00;13.32;DEFAULT_VEHTYPE;365.26;616.26
61.00;150.60;47;24254277#0_0;25.91;0.00;8.77;DEFAULT_VEHTYPE;348.96;645.18
61.00;202.66;49;766761483#4_0;102.29;0.00;14.17;DEFAULT_VEHTYPE;434.82;116.37
62.00;186.18;26;24254277#9_0;14.98;0.00;12.59;DEFAULT_VEHTYPE;481.16;318.22
62.00;193.21;27;766761483#3_0;11.83;0.00;12.23;DEFAULT_VEHTYPE;463.12;227.84
62.00;155.32;28;24254277#4_0;8.10;0.00;10.59;DEFAULT_VEHTYPE;467.98;419.64
62.00;157.59;29;24254277#3_0;22.38;0.00;10.80;DEFAULT_VEHTYPE;459.54;438.96
62.00;192.73;31;766761483#2_0;14.93;0.00;11.50;DEFAULT_VEHTYPE;467.82;248.10
62.00;155.36;33;24254277#3_0;1.92;0.00;10.30;DEFAULT_VEHTYPE;451.64;457.82
62.00;155.09;34;24254277#2_0;63.37;0.00;10.40;DEFAULT_VEHTYPE;443.50;475.50
62.00;149.69;35;24254277#2_0;41.90;0.00;10.57;DEFAULT_VEHTYPE;433.39;494.42
62.00;149.32;39;24254277#2_0;11.05;0.00;14.84;DEFAULT_VEHTYPE;417.66;520.96
62.00;151.78;44;24254277#0_0;115.22;0.00;12.29;DEFAULT_VEHTYPE;392.60;567.26
62.00;150.60;45;24254277#0_0;74.50;0.00;15.39;DEFAULT_VEHTYPE;372.82;602.85
62.00;150.60;47;24254277#0_0;36.05;0.00;10.13;DEFAULT_VEHTYPE;353.94;636.35
62.00;202.66;49;766761483#4_0;116.59;0.00;14.30;DEFAULT_VEHTYPE;429.31;103.17
63.00;192.07;26;24254277#10_0;0.47;0.00;13.52;DEFAULT_VEHTYPE;478.87;304.91
63.00;155.61;28;24254277#5_0;0.60;0.00;10.49;DEFAULT_VEHTYPE;472.34;410.09
63.00;156.56;29;:572666_0_0;5.45;0.00;11.47;DEFAULT_VEHTYPE;464.00;428.39
63.00;193.12;31;766761483#3_0;2.81;0.00;11.78;DEFAULT_VEHTYPE;465.18;236.62
63.00;157.59;33;24254277#3_0;12.99;0.00;11.07;DEFAULT_VEHTYPE;455.96;447.64
63.00;155.09;34;24254277#2_0;74.10;0.00;10.72;DEFAULT_VEHTYPE;448.01;465.78
63.00;149.69;35;24254277#2_0;52.70;0.00;10.80;DEFAULT_VEHTYPE;438.84;485.10
63.00;149.31;39;24254277#2_0;24.92;0.00;13.87;DEFAULT_VEHTYPE;424.80;509.07
63.00;150.46;41;24254277#2_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;414.64;526.09
63.00;151.78;44;24254277#0_0;127.90;0.00;12.69;DEFAULT_VEHTYPE;398.60;556.09
63.00;150.60;45;24254277#0_0;90.08;0.00;15.58;DEFAULT_VEHTYPE;380.46;589.27
63.00;150.60;47;24254277#0_0;48.51;0.00;12.46;DEFAULT_VEHTYPE;360.06;625.49
63.00;203.31;49;766761483#4_0;130.41;0.00;13.82;DEFAULT_VEHTYPE;423.90;90.46
64.00;194.33;26;24254277#10_0;13.13;0.00;12.66;DEFAULT_VEHTYPE;475.74;292.64
64.00;156.72;28;:572667_0_0;3.60;0.00;10.46;DEFAULT_VEHTYPE;476.55;400.53
64.00;155.32;29;24254277#4_0;8.71;0.00;10.22;DEFAULT_VEHTYPE;468.24;419.09
64.00;193.21;31;766761483#3_0;14.89;0.00;12.09;DEFAULT_VEHTYPE;462.42;224.86
64.00;157.59;33;24254277#3_0;24.50;0.00;11.51;DEFAULT_VEHTYPE;460.34;437.00
64.00;154.81;34;24254277#3_0;3.66;0.00;10.48;DEFAULT_VEHTYPE;452.39;456.25
64.00;155.09;35;24254277#2_0;63.75;0.00;11.05;DEFAULT_VEHTYPE;443.66;475.16
64.00;149.66;39;24254277#2_0;38.53;0.00;13.61;DEFAULT_VEHTYPE;431.69;497.33
64.00;150.44;41;24254277#2_0;7.58;0.00;2.48;DEFAULT_VEHTYPE;415.87;523.94
64.00;151.78;44;24254277#0_0;140.25;0.00;12.35;DEFAULT_VEHTYPE;404.43;545.21
64.00;151.18;45;24254277#0_0;106.46;0.00;16.38;DEFAULT_VEHTYPE;388.46;574.98
64.00;150.60;47;24254277#0_0;60.47;0.00;11.96;DEFAULT_VEHTYPE;365.93;615.07
64.00;203.31;49;766761483#4_0;144.08;0.00;13.67;DEFAULT_VEHTYPE;418.49;77.91
65.00;186.56;26;24254277#11_0;6.44;0.00;13.04;DEFAULT_VEHTYPE;473.68;279.78
65.00;174.37;28;24254277#6_0;9.74;0.00;11.42;DEFAULT_VEHTYPE;478.99;389.45
65.00;155.62;29;24254277#5_0;1.07;0.00;10.36;DEFAULT_VEHTYPE;472.53;409.66
65.00;193.31;31;766761483#4_0;2.27;0.00;12.05;DEFAULT_VEHTYPE;459.66;213.13
65.00;156.56;33;:572666_0_0;6.68;0.00;10.58;DEFAULT_VEHTYPE;464.49;427.26
65.00;157.59;34;24254277#3_0;15.30;0.00;11.64;DEFAULT_VEHTYPE;456.84;445.49
65.00;155.09;35;24254277#2_0;74.72;0.00;10.97;DEFAULT_VEHTYPE;448.28;465.21
65.00;149.69;39;24254277#2_0;51.00;0.00;12.46;DEFAULT_VEHTYPE;437.98;486.57
65.00;149.13;41;24254277#2_0;11.67;0.00;4.09;DEFAULT_VEHTYPE;417.98;520.44
65.00;151.78;44;24254277#0_0;149.99;0.00;9.74;DEFAULT_VEHTYPE;409.04;536.63
65.00;151.78;45;24254277#0_0;121.64;0.00;15.18;DEFAULT_VEHTYPE;395.64;561.60
65.00;150.60;47;24254277#0_0;72.53;0.00;12.06;DEFAULT_VEHTYPE;371.85;604.57
65.00;204.02;49;766761483#4_0;157.37;0.00;13.29;DEFAULT_VEHTYPE;413.18;65.73
66.00;191.02;26;:572673_0_0;0.62;0.00;13.01;DEFAULT_VEHTYPE;472.00;267.00
66.00;176.06;28;24254277#6_0;20.83;0.00;11.09;DEFAULT_VEHTYPE;479.75;378.38
66.00;158.72;29;24254277#6_0;0.03;0.00;11.69;DEFAULT_VEHTYPE;477.09;398.91
66.00;193.38;31;766761483#4_0;14.18;0.00;11.91;DEFAULT_VEHTYPE;456.90;201.55
66.00;155.32;33;24254277#4_0;10.44;0.00;10.73;DEFAULT_VEHTYPE;468.96;417.51
66.00;155.54;35;24254277#3_0;5.68;0.00;11.88;DEFAULT_VEHTYPE;453.17;454.39
66.00;155.09;39;24254277#2_0;63.48;0.00;12.48;DEFAULT_VEHTYPE;443.54;475.41
66.00;148.86;41;24254277#2_0;17.40;0.00;5.74;DEFAULT_VEHTYPE;420.95;515.53
66.00;153.44;44;24254277#2_0;0.33;0.00;7.27;DEFAULT_VEHTYPE;412.29;530.24
66.00;151.78;45;24254277#0_0;134.58;0.00;12.94;DEFAULT_VEHTYPE;401.75;550.20
66.00;150.60;47;24254277#0_0;84.19;0.00;11.66;DEFAULT_VEHTYPE;377.57;594.41
