0.00,12.35,62.81,0.03,0.02015
0.0,10.51,61.01,0.0,0.011285714285714286
0.0,15.22,64.7,0.0,0.13817708333333334
813.11,13.7,64.59,0.81,0.8757685897435898
467.4,13.11,63.48,0.31,0.4082742424242424
1628.3,12.98,66.34,2.03,2.1416407679738567
668.7,11.74,62.97,0.64,0.616424645578593
1184.63,12.79,64.98,1.38,1.4364007936507934
0.0,10.21,61.12,0.0,0.09924999999999999
1017.73,15.39,65.99,1.07,1.2009095085470087
1047.14,13.96,65.25,1.15,1.2430760073260072
1180.58,13.51,65.32,1.36,1.3850650793650794
0.0,12.64,62.92,0.0,0.0124
449.55,11.49,62.21,0.33,0.3844484335839599
1464.54,13.45,66.04,1.78,1.7476555555555557
732.76,10.28,62.17,0.78,0.8002838827838827
0.0,14.06,62.57,0.0,0.0
0.0,13.0,62.11,0.0,0.0
601.36,13.39,63.94,0.5,0.5284915417915418
2414.13,14.07,68.97,3.17,3.2074356022267194
908.83,11.71,63.62,1.0,0.9318405388471177
0.0,12.87,62.61,0.0,0.0
836.14,10.46,62.65,0.92,0.9097154761904764
0.0,13.45,63.01,0.0,0.0
927.65,13.18,64.53,0.99,0.9887531496281496
467.17,13.15,63.51,0.31,0.4082742424242424
0.0,12.68,61.31,0.0,0.0
0.0,11.27,61.61,0.0,0.0
567.61,10.33,61.66,0.53,0.6220285714285714
0.0,12.62,62.0,0.0,0.0
1614.78,13.93,66.63,1.99,2.059247712418301
854.33,13.27,64.41,0.88,0.9196658119658121
1228.73,13.14,65.27,1.44,1.3957238455988457
1414.4,11.98,65.33,1.74,1.633921017871018
1647.67,11.35,65.98,2.1,2.0509821895424833
0.0,11.98,61.77,0.0,0.0
0.0,9.61,56.55,0.0,0.0
504.12,13.06,63.52,0.37,0.4082742424242424
1150.55,13.51,65.25,1.31,1.2808442612942612
0.0,11.29,61.11,0.0,0.0
0.0,10.8,60.99,0.0,0.0
0.0,11.5,61.7,0.0,0.0
0.0,5.38,49.54,0.0,0.0
0.0,12.29,61.79,0.0,0.0
0.0,12.98,62.77,0.0,0.0
1818.86,12.37,66.8,2.33,2.421905564845782
1220.97,11.36,64.44,1.47,1.424523051948052
1131.04,11.93,64.41,1.32,1.272174271561772
0.0,2.79,46.96,0.0,0.05700000000000003
0.0,9.35,56.57,0.0,0.0
0.0,12.08,61.41,0.0,0.0
625.7,12.29,63.24,0.57,0.5537657227032227
0.0,10.78,60.88,0.0,0.011285714285714286
0.0,11.61,62.13,0.0,0.0
828.46,0.03,43.82,1.19,1.079785714285714
0.0,5.31,49.47,0.0,0.0
0.0,10.26,58.46,0.0,0.0
482.6,10.55,61.57,0.4,0.45965713321765955
0.0,10.86,60.61,0.0,0.0
837.07,0.0,55.81,1.2,1.199785714285714
0.0,1.72,42.0,0.0,0.11700000000000003
0.0,5.96,50.68,0.0,0.0
561.05,10.42,61.7,0.52,0.45608768877321515
984.21,11.17,63.55,1.12,1.1126063492063492
1295.94,2.57,68.23,1.81,1.8409671888053463
0.0,1.16,53.92,0.0,0.11700000000000003
0.0,2.19,42.43,0.0,0.05700000000000003
1321.99,11.11,64.7,1.63,1.5232855921855926
0.0,10.07,59.23,0.0,0.0
1507.22,4.66,67.0,2.07,2.1239289682539684
892.52,1.94,60.14,1.23,1.2251607142857144
0.0,1.75,54.72,0.0,0.05700000000000003
0.0,10.74,61.34,0.0,0.030785714285714288
2011.0,11.45,67.41,2.64,2.6380910173160173
2081.4,7.06,69.43,2.85,2.8941988782051284
1389.68,3.98,66.52,1.91,1.8652547619047621
792.61,1.91,57.4,1.09,1.010907843137255
1274.31,11.36,64.62,1.55,1.4905080112139326
0.0,10.89,61.04,0.0,0.0
2150.23,9.04,68.53,2.9,3.057264382839383
1294.56,3.76,65.57,1.78,1.710702083333333
0.0,10.19,59.26,0.0,0.0
607.64,10.81,62.13,0.58,0.5059420454545455
2221.67,10.76,68.36,2.97,2.876333458646617
1999.92,6.29,69.64,2.75,2.8123134615384613
1515.32,11.09,65.42,1.91,1.9579633033633033
0.0,9.85,59.3,0.0,0.0
2691.51,12.64,69.96,3.61,3.559555923651512
1509.0,7.62,65.15,1.99,2.01176440018315
0.0,10.81,61.61,0.0,0.0
2032.25,11.29,67.5,2.67,2.6380910173160173
2244.89,13.93,68.44,2.92,2.9648141025641026
1726.65,9.03,66.22,2.28,2.2623048085901027
799.24,10.93,62.81,0.86,0.7373282203907203
933.87,11.54,63.59,1.04,0.985214880952381
0.0,12.96,62.07,0.0,0.0
1829.7,10.37,66.64,2.4,2.3434367614269793
0.0,10.3,59.24,0.0,0.0
1571.23,13.69,66.42,1.93,1.9782071895424842
2324.16,11.99,68.63,3.09,3.0782168803418806
2077.53,11.72,67.68,2.73,2.768252782021899
633.63,13.6,64.16,0.54,0.4910235930735931
2685.03,13.7,69.83,3.58,3.5670359890109893
622.92,13.5,64.07,0.53,0.4910235930735931
2893.05,15.35,70.48,3.84,4.094398426029308
1302.77,13.98,65.85,1.53,1.5634324175824177
694.14,15.27,65.36,0.59,0.764799542124542
0.0,13.12,62.34,0.0,0.0
723.71,15.22,65.38,0.64,0.7489972756410257
995.2,13.36,64.79,1.09,1.1470783556721056
653.32,15.12,65.2,0.54,0.7135895833333334
0.0,12.9,62.86,0.0,0.0
